Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
AVIR,"Aviragen Therapeutics, Inc. ","Aviragen Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
AVNW,"Aviat Networks, Inc. ","Aviat Networks, Inc. - Common Stock",Q,N,N,100.0,N,N
AVXL,Anavex Life Sciences Corp. ,Anavex Life Sciences Corp. - Common Stock,S,N,N,100.0,N,N
AVXS,"AveXis, Inc. ","AveXis, Inc. - Common Stock",Q,N,N,100.0,N,N
AWRE,"Aware, Inc. ","Aware, Inc. - Common Stock",G,N,N,100.0,N,N
AXAR,Axar Acquisition Corp. ,Axar Acquisition Corp. - Common Stock,S,N,N,100.0,N,N
AXARU,Axar Acquisition Corp. ,Axar Acquisition Corp. - Units,S,N,N,100.0,N,N
AXARW,Axar Acquisition Corp. ,Axar Acquisition Corp. - Warrants,S,N,N,100.0,N,N
AXAS,Abraxas Petroleum Corporation ,Abraxas Petroleum Corporation - Common Stock,S,N,N,100.0,N,N
AXDX,"Accelerate Diagnostics, Inc. ","Accelerate Diagnostics, Inc. - Common Stock",S,N,N,100.0,N,N
AXGN,"AxoGen, Inc. ","AxoGen, Inc. - Common Stock",S,N,N,100.0,N,N
AXSM,"Axsome Therapeutics, Inc. ","Axsome Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
AXTI,AXT Inc ,AXT Inc - Common Stock,Q,N,N,100.0,N,N
AYA,Amaya Inc. ,Amaya Inc. - Common Stock,Q,N,N,100.0,N,N
AZPN,"Aspen Technology, Inc. ","Aspen Technology, Inc. - Common Stock",Q,N,N,100.0,N,N
AZRX,"AzurRx BioPharma, Inc. ","AzurRx BioPharma, Inc. - Common Stock",S,N,N,100.0,N,N
BABY,Natus Medical Incorporated ,Natus Medical Incorporated - Common Stock,Q,N,N,100.0,N,N
BANF,BancFirst Corporation ,BancFirst Corporation - Common Stock,Q,N,N,100.0,N,N
BANFP,BancFirst Corporation ,BancFirst Corporation - 7.2% Cumulative Trust Preferred Securities,Q,N,N,100.0,N,N
BANR,Banner Corporation ,Banner Corporation - Common Stock,Q,N,N,100.0,N,N
BANX,StoneCastle Financial Corp ,StoneCastle Financial Corp - Common Stock,Q,N,N,100.0,N,N
BASI,"Bioanalytical Systems, Inc. ","Bioanalytical Systems, Inc. - Common Stock",S,N,N,100.0,N,N
BATRA,Liberty Media Corporation ,Liberty Media Corporation - Series A Liberty Braves Common Stock,Q,N,N,100.0,N,N
BATRK,Liberty Media Corporation ,Liberty Media Corporation - Series C Liberty Braves Common Stock,Q,N,N,100.0,N,N
BBBY,Bed Bath & Beyond Inc. ,Bed Bath & Beyond Inc. - Common Stock,Q,N,N,100.0,N,N
BBGI,"Beasley Broadcast Group, Inc. ","Beasley Broadcast Group, Inc. - Class A Common Stock",G,N,N,100.0,N,N
BBH,VanEck Vectors Biotech ETF,VanEck Vectors Biotech ETF,G,N,N,100.0,Y,N
BBOX,Black Box Corporation ,Black Box Corporation - Common Stock,Q,N,N,100.0,N,N
BBRG,"Bravo Brio Restaurant Group, Inc. ","Bravo Brio Restaurant Group, Inc. - Common Stock",Q,N,N,100.0,N,N
BBRY,BlackBerry Limited ,BlackBerry Limited - Common Stock,Q,N,N,100.0,N,N
BBSI,"Barrett Business Services, Inc. ","Barrett Business Services, Inc. - Common Stock",Q,N,N,100.0,N,N
BCBP,"BCB Bancorp, Inc. (NJ) ","BCB Bancorp, Inc. (NJ) - Common Stock",G,N,N,100.0,N,N
BCLI,Brainstorm Cell Therapeutics Inc. ,Brainstorm Cell Therapeutics Inc. - Common Stock,S,N,N,100.0,N,N
BCOM,B Communications Ltd. ,B Communications Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
BCOR,"Blucora, Inc. ","Blucora, Inc. - Common Stock",Q,N,N,100.0,N,N
BCOV,Brightcove Inc. ,Brightcove Inc. - Common Stock,Q,N,N,100.0,N,N
BCPC,Balchem Corporation ,Balchem Corporation - Common Stock,Q,N,N,100.0,N,N
BCRX,"BioCryst Pharmaceuticals, Inc. ","BioCryst Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
BCTF,"Bancorp 34, Inc. ","Bancorp 34, Inc. - Common Stock",S,N,N,100.0,N,N
BDE,"Black Diamond, Inc. ","Black Diamond, Inc. - Common Stock",Q,N,N,100.0,N,N
BDGE,"Bridge Bancorp, Inc. ","Bridge Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
BDSI,"BioDelivery Sciences International, Inc. ","BioDelivery Sciences International, Inc. - Common Stock",S,N,N,100.0,N,N
BEAT,"BioTelemetry, Inc. ","BioTelemetry, Inc. - Common Stock",Q,N,N,100.0,N,N
BEAV,"B/E Aerospace, Inc. ","B/E Aerospace, Inc. - Common Stock",Q,N,N,100.0,N,N
BEBE,"bebe stores, inc. ","bebe stores, inc. - Common Stock",S,N,N,100.0,N,N
BECN,"Beacon Roofing Supply, Inc. ","Beacon Roofing Supply, Inc. - Common Stock",Q,N,N,100.0,N,N
BELFA,Bel Fuse Inc. ,Bel Fuse Inc. - Class A Common Stock,Q,N,N,100.0,N,N
BELFB,Bel Fuse Inc. ,Bel Fuse Inc. - Class B Common Stock,Q,N,N,100.0,N,N
BFIN,BankFinancial Corporation ,BankFinancial Corporation - Common Stock,Q,N,N,100.0,N,N
BFIT,Global X Health & Wellness Thematic ETF,Global X Health & Wellness Thematic ETF,G,N,N,100.0,Y,N
BGCP,"BGC Partners, Inc. ","BGC Partners, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
BGFV,Big 5 Sporting Goods Corporation ,Big 5 Sporting Goods Corporation - Common Stock,Q,N,N,100.0,N,N
BGNE,"BeiGene, Ltd. ","BeiGene, Ltd. - American Depositary Shares",Q,N,N,100.0,N,N
BHAC,Barington/Hilco Acquisition Corp. ,Barington/Hilco Acquisition Corp. - Common Stock,S,N,N,100.0,N,N
BHACR,Barington/Hilco Acquisition Corp. ,Barington/Hilco Acquisition Corp. - Rights,S,N,N,100.0,N,N
BHACU,Barington/Hilco Acquisition Corp. ,Barington/Hilco Acquisition Corp. - Units,S,N,N,100.0,N,N
BHACW,Barington/Hilco Acquisition Corp. ,Barington/Hilco Acquisition Corp. - Warrants,S,N,N,100.0,N,N
BHBK,"Blue Hills Bancorp, Inc. ","Blue Hills Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
BIB,ProShares Ultra Nasdaq Biotechnology,ProShares Ultra Nasdaq Biotechnology,G,N,N,100.0,Y,N
BIDU,"Baidu, Inc. ","Baidu, Inc. - American Depositary Shares, each representing one tenth Class A ordinary share",Q,N,N,100.0,N,N
BIIB,Biogen Inc. ,Biogen Inc. - Common Stock,Q,N,N,100.0,N,N
BIOC,"Biocept, Inc. ","Biocept, Inc. - Common Stock",S,N,N,100.0,N,N
BIOL,"Biolase, Inc. ","Biolase, Inc. - Common Stock",S,N,N,100.0,N,N
BIOP,"Bioptix, Inc ","Bioptix, Inc - Common Stock",S,N,N,100.0,N,N
BIOS,"BioScrip, Inc. ","BioScrip, Inc. - Common Stock",Q,N,N,100.0,N,N
BIS,ProShares UltraShort Nasdaq Biotechnology,ProShares UltraShort Nasdaq Biotechnology,G,N,N,100.0,Y,N
BIVV,Bioverativ Inc. ,Bioverativ Inc. - Common Stock ,Q,N,N,100.0,N,N
BJRI,"BJ's Restaurants, Inc. ","BJ's Restaurants, Inc. - Common Stock",Q,N,N,100.0,N,N
BKCC,BlackRock Capital Investment Corporation ,BlackRock Capital Investment Corporation - Common Stock,Q,N,N,100.0,N,N
BKEP,"Blueknight Energy Partners L.P., L.L.C. ","Blueknight Energy Partners L.P., L.L.C. - Common Units representing Limited Partner Interests",G,N,N,100.0,N,N
BKEPP,"Blueknight Energy Partners L.P., L.L.C. ","Blueknight Energy Partners L.P., L.L.C. - Series A Preferred Units",G,N,N,100.0,N,N
BKMU,Bank Mutual Corporation ,Bank Mutual Corporation - Common Stock,Q,N,N,100.0,N,N
BKSC,Bank of South Carolina Corp. ,Bank of South Carolina Corp. - Common Stock,S,N,N,100.0,N,N
BL,"BlackLine, Inc. ","BlackLine, Inc. - Common Stock",Q,N,N,100.0,N,N
BLBD,Blue Bird Corporation ,Blue Bird Corporation - Common Stock,G,N,N,100.0,N,N
BLCM,"Bellicum Pharmaceuticals, Inc. ","Bellicum Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
BLDP,"Ballard Power Systems, Inc. ","Ballard Power Systems, Inc. - Common Shares",G,N,N,100.0,N,N
BLDR,"Builders FirstSource, Inc. ","Builders FirstSource, Inc. - Common Stock",Q,N,N,100.0,N,N
BLFS,"BioLife Solutions, Inc. ","BioLife Solutions, Inc. - Common Stock",S,N,N,100.0,N,N
BLIN,"Bridgeline Digital, Inc. ","Bridgeline Digital, Inc. - Common Stock",S,N,D,100.0,N,N
BLKB,"Blackbaud, Inc. ","Blackbaud, Inc. - Common Stock",Q,N,N,100.0,N,N
BLMN,"Bloomin' Brands, Inc. ","Bloomin' Brands, Inc. - Common Stock",Q,N,N,100.0,N,N
BLMT,"BSB Bancorp, Inc. ","BSB Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
BLPH,"Bellerophon Therapeutics, Inc. ","Bellerophon Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
BLRX,BioLineRx Ltd. ,BioLineRx Ltd. - American Depositary Shares,S,N,N,100.0,N,N
BLUE,"bluebird bio, Inc. ","bluebird bio, Inc. - Common Stock",Q,N,N,100.0,N,N
BLVD,Boulevard Acquisition Corp. II ,Boulevard Acquisition Corp. II - Class A Common Stock,S,N,D,100.0,N,N
BLVDU,Boulevard Acquisition Corp. II ,Boulevard Acquisition Corp. II - Units,S,N,D,100.0,N,N
BLVDW,Boulevard Acquisition Corp. II ,Boulevard Acquisition Corp. II - Warrant,S,N,D,100.0,N,N
BMCH,"BMC Stock Holdings, Inc. ","BMC Stock Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
BMLA,BullMark LatAm Select Leaders ETF,BullMark LatAm Select Leaders ETF,G,N,N,100.0,Y,N
BMLP,Bank Of Montreal ,"Bank Of Montreal - BMO Elkhorn DWA MLP Select Index Exchange Traded Notes due December 10, 2036",G,N,N,100.0,N,N
BMRA,"Biomerica, Inc. ","Biomerica, Inc. - Common Stock",S,N,N,100.0,N,N
BMRC,Bank of Marin Bancorp ,Bank of Marin Bancorp - Common Stock,S,N,N,100.0,N,N
BMRN,BioMarin Pharmaceutical Inc. ,BioMarin Pharmaceutical Inc. - Common Stock,Q,N,N,100.0,N,N
BMTC,Bryn Mawr Bank Corporation ,Bryn Mawr Bank Corporation - Common Stock,Q,N,N,100.0,N,N
BNCL,"Beneficial Bancorp, Inc. ","Beneficial Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
BNCN,BNC Bancorp ,BNC Bancorp - Common Stock,S,N,N,100.0,N,N
BNDX,Vanguard Total International Bond ETF,Vanguard Total International Bond ETF,G,N,N,100.0,Y,N
BNFT,"Benefitfocus, Inc. ","Benefitfocus, Inc. - Common Stock",G,N,N,100.0,N,N
BNSO,"Bonso Electronics International, Inc. ","Bonso Electronics International, Inc. - Common Stock",S,N,N,100.0,N,N
BNTC,Benitec Biopharma Limited ,Benitec Biopharma Limited - American Depositary Shares,S,N,N,100.0,N,N
BNTCW,Benitec Biopharma Limited ,Benitec Biopharma Limited - Warrant,S,N,N,100.0,N,N
BOBE,"Bob Evans Farms, Inc. ","Bob Evans Farms, Inc. - Common Stock",Q,N,N,100.0,N,N
BOCH,Bank of Commerce Holdings (CA) ,Bank of Commerce Holdings (CA) - Common Stock,G,N,N,100.0,N,N
BOFI,"BofI Holding, Inc. ","BofI Holding, Inc. - Common Stock",Q,N,N,100.0,N,N
BOFIL,"BofI Holding, Inc. ","BofI Holding, Inc. - 6.25% Subordinated Notes Due 2026",Q,N,N,100.0,N,N
BOJA,"Bojangles', Inc. ","Bojangles', Inc. - Common Stock",Q,N,D,100.0,N,N
BOKF,BOK Financial Corporation ,BOK Financial Corporation - Common Stock,Q,N,N,100.0,N,N
BOKFL,BOK Financial Corporation ,BOK Financial Corporation - 5.375% Subordinated Notes due 2056,Q,N,N,100.0,N,N
BOLD,"Audentes Therapeutics, Inc. ","Audentes Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
BONT,The Bon,"The Bon-Ton Stores, Inc. - Common Stock",Q,N,N,100.0,N,N
BOOM,DMC Global Inc. ,DMC Global Inc. - Common Stock,Q,N,N,100.0,N,N
BOSC,B.O.S. Better Online Solutions ,B.O.S. Better Online Solutions - Ordinary Shares,S,N,N,100.0,N,N
BOTJ,"Bank of the James Financial Group, Inc. ","Bank of the James Financial Group, Inc. - Common Stock",S,N,N,100.0,N,N
BOTZ,Global X Robotics & Artificial Intelligence ETF,Global X Robotics & Artificial Intelligence ETF,G,N,N,100.0,Y,N
BPFH,"Boston Private Financial Holdings, Inc. ","Boston Private Financial Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
BPFHP,"Boston Private Financial Holdings, Inc. ","Boston Private Financial Holdings, Inc. - Depositary Shares representing 1/40th Interest in a Share of 6.95% Non-Cumulative Perpetual Preferred Stock, Series D",Q,N,N,100.0,N,N
BPFHW,"Boston Private Financial Holdings, Inc. ","Boston Private Financial Holdings, Inc. - Warrants to purchase 1 share of common stock @ $8.00/share",Q,N,N,100.0,N,N
BPMC,Blueprint Medicines Corporation ,Blueprint Medicines Corporation - Common Stock,Q,N,N,100.0,N,N
BPOP,"Popular, Inc. ","Popular, Inc. - Common Stock",Q,N,N,100.0,N,N
BPOPM,"Popular, Inc. ","Popular, Inc. - Popular Capital Trust II - 6.125% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100.0,N,N
BPOPN,"Popular, Inc. ","Popular, Inc. - Popular Capital Trust I -6.70% Cumulative Monthly Income Trust Preferred Securities",Q,N,N,100.0,N,N
BPTH,Bio,"Bio-Path Holdings, Inc. - Common Stock",S,N,D,100.0,N,N
BRCD,"Brocade Communications Systems, Inc. ","Brocade Communications Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
BREW,"Craft Brew Alliance, Inc. ","Craft Brew Alliance, Inc. - Common Stock",Q,N,N,100.0,N,N
BRID,Bridgford Foods Corporation ,Bridgford Foods Corporation - Common Stock,G,N,N,100.0,N,N
BRKL,"Brookline Bancorp, Inc. ","Brookline Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
BRKR,Bruker Corporation ,Bruker Corporation - Common Stock,Q,N,N,100.0,N,N
BRKS,"Brooks Automation, Inc. ","Brooks Automation, Inc. - Common Stock",Q,N,N,100.0,N,N
BSET,"Bassett Furniture Industries, Incorporated ","Bassett Furniture Industries, Incorporated - Common Stock",Q,N,N,100.0,N,N
BSF,"Bear State Financial, Inc. ","Bear State Financial, Inc. - Common Stock",G,N,N,100.0,N,N
BSFT,"BroadSoft, Inc. ","BroadSoft, Inc. - Common Stock",Q,N,N,100.0,N,N
BSPM,"Biostar Pharmaceuticals, Inc. ","Biostar Pharmaceuticals, Inc. - Common Stock",S,N,D,100.0,N,N
BSQR,BSQUARE Corporation ,BSQUARE Corporation - Common Stock,G,N,N,100.0,N,N
BSRR,Sierra Bancorp ,Sierra Bancorp - Common Stock,Q,N,N,100.0,N,N
BSTC,BioSpecifics Technologies Corp ,BioSpecifics Technologies Corp - Common Stock,G,N,N,100.0,N,N
BSTG,"Biostage, Inc. ","Biostage, Inc. - Common Stock",S,N,D,100.0,N,N
BTEC,Principal Healthcare Innovators Index ETF,Principal Healthcare Innovators Index ETF,G,N,N,100.0,Y,N
BUFF,"Blue Buffalo Pet Products, Inc. ","Blue Buffalo Pet Products, Inc. - Common Stock",Q,N,N,100.0,N,N
BUR,Burcon NutraScience Corp ,Burcon NutraScience Corp - Ordinary Shares,G,N,N,100.0,N,N
BUSE,First Busey Corporation ,First Busey Corporation - Common Stock,Q,N,N,100.0,N,N
BV,"Bazaarvoice, Inc. ","Bazaarvoice, Inc. - Common Stock",Q,N,N,100.0,N,N
BVSN,"BroadVision, Inc. ","BroadVision, Inc. - Common Stock",G,N,N,100.0,N,N
BVXV,BiondVax Pharmaceuticals Ltd. ,BiondVax Pharmaceuticals Ltd. - American Depositary Shares,S,N,N,100.0,N,N
BVXVW,BiondVax Pharmaceuticals Ltd. ,BiondVax Pharmaceuticals Ltd. - Warrants,S,N,N,100.0,N,N
BWEN,"Broadwind Energy, Inc. ","Broadwind Energy, Inc. - Common Stock",S,N,N,100.0,N,N
BWFG,"Bankwell Financial Group, Inc. ","Bankwell Financial Group, Inc. - Common Stock",G,N,N,100.0,N,N
BWINA,"Baldwin & Lyons, Inc. ","Baldwin & Lyons, Inc. - Class A (voting) Common Stock",G,N,N,100.0,N,N
BWINB,"Baldwin & Lyons, Inc. ","Baldwin & Lyons, Inc. - Class B (nonvoting) Common Stock",G,N,N,100.0,N,N
BWLD,"Buffalo Wild Wings, Inc. ","Buffalo Wild Wings, Inc. - Common Stock",Q,N,N,100.0,N,N
BYBK,"Bay Bancorp, Inc. ","Bay Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
BYFC,Broadway Financial Corporation ,Broadway Financial Corporation - Common Stock,S,N,N,100.0,N,N
BYSI,"BeyondSpring, Inc. ","BeyondSpring, Inc. - Ordinary Shares",S,N,N,100.0,N,N
BZUN,Baozun Inc. ,Baozun Inc. - American Depositary Shares,Q,N,N,100.0,N,N
CA,CA Inc. ,CA Inc. - Common Stock,Q,N,N,100.0,N,N
CAAS,"China Automotive Systems, Inc. ","China Automotive Systems, Inc. - Common Stock",S,N,N,100.0,N,N
CAC,Camden National Corporation ,Camden National Corporation - Common Stock,Q,N,N,100.0,N,N
CACB,Cascade Bancorp ,Cascade Bancorp - Common Stock,S,N,N,100.0,N,N
CACC,Credit Acceptance Corporation ,Credit Acceptance Corporation - Common Stock,Q,N,N,100.0,N,N
CACQ,Caesars Acquisition Company ,Caesars Acquisition Company - Class A Common Stock,Q,N,N,100.0,N,N
CADC,"China Advanced Construction Materials Group, Inc. ","China Advanced Construction Materials Group, Inc. - Common Stock",S,N,N,100.0,N,N
CAFD,8point3 Energy Partners LP ,8point3 Energy Partners LP - Class A Shares,Q,N,N,100.0,N,N
CAFN,"Cachet Financial Solutions, Inc. ","Cachet Financial Solutions, Inc. - Common Stock",S,N,N,100.0,N,N
CAKE,The Cheesecake Factory Incorporated ,The Cheesecake Factory Incorporated - Common Stock,Q,N,N,100.0,N,N
CALA,"Calithera Biosciences, Inc. ","Calithera Biosciences, Inc. - Common Stock",Q,N,N,100.0,N,N
CALD,"Callidus Software, Inc. ","Callidus Software, Inc. - Common Stock",G,N,N,100.0,N,N
CALI,China Auto Logistics Inc. ,China Auto Logistics Inc. - Common Stock,S,N,N,100.0,N,N
CALL,magicJack VocalTec Ltd ,magicJack VocalTec Ltd - Ordinary Shares,G,N,D,100.0,N,N
CALM,Cal,"Cal-Maine Foods, Inc. - Common Stock",Q,N,N,100.0,N,N
CAMP,CalAmp Corp. ,CalAmp Corp. - Common Stock,Q,N,N,100.0,N,N
CAMT,Camtek Ltd. ,Camtek Ltd. - Ordinary Shares,G,N,N,100.0,N,N
CAPN,"Capnia, Inc. ","Capnia, Inc. - Common Stock",S,N,D,100.0,N,N
CAPNW,"Capnia, Inc. ","Capnia, Inc. - Series A Warrant",S,N,N,100.0,N,N
CAPR,"Capricor Therapeutics, Inc. ","Capricor Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
CAR,"Avis Budget Group, Inc. ","Avis Budget Group, Inc. - Common Stock",Q,N,N,100.0,N,N
CARA,"Cara Therapeutics, Inc. ","Cara Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
CARB,"Carbonite, Inc. ","Carbonite, Inc. - Common Stock",G,N,N,100.0,N,N
CARO,Carolina Financial Corporation ,Carolina Financial Corporation - Common Stock,S,N,N,100.0,N,N
CART,"Carolina Trust BancShares, Inc. ","Carolina Trust BancShares, Inc. - Common Stock",S,N,N,100.0,N,N
CARV,"Carver Bancorp, Inc. ","Carver Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
CASC,"Cascadian Therapeutics, Inc. ","Cascadian Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
CASH,"Meta Financial Group, Inc. ","Meta Financial Group, Inc. - Common Stock",Q,N,N,100.0,N,N
CASI,"CASI Pharmaceuticals, Inc. ","CASI Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
CASM,"CAS Medical Systems, Inc. ","CAS Medical Systems, Inc. - Common Stock",S,N,N,100.0,N,N
CASS,"Cass Information Systems, Inc ","Cass Information Systems, Inc - Common Stock",Q,N,N,100.0,N,N
CASY,"Caseys General Stores, Inc. ","Caseys General Stores, Inc. - Common Stock",Q,N,N,100.0,N,N
CATB,"Catabasis Pharmaceuticals, Inc. ","Catabasis Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
CATH,Global X S&P 500 Catholic Values ETF,Global X S&P 500 Catholic Values ETF,G,N,N,100.0,Y,N
CATM,Cardtronics plc ,Cardtronics plc - Common Stock,Q,N,N,100.0,N,N
CATY,Cathay General Bancorp ,Cathay General Bancorp - Common Stock,Q,N,N,100.0,N,N
CATYW,Cathay General Bancorp ,Cathay General Bancorp - Warrant,Q,N,N,100.0,N,N
CAVM,"Cavium, Inc. ","Cavium, Inc. - Common Stock",Q,N,N,100.0,N,N
CBAK,"CBAK Energy Technology, Inc. ","CBAK Energy Technology, Inc. - Common Stock",G,N,N,100.0,N,N
CBAN,"Colony Bankcorp, Inc. ","Colony Bankcorp, Inc. - Common Stock",G,N,N,100.0,N,N
CBAY,CymaBay Therapeutics Inc. ,CymaBay Therapeutics Inc. - Common Stock,S,N,N,100.0,N,N
CBF,Capital Bank Financial Corp. ,Capital Bank Financial Corp. - Class A Common Stock,Q,N,N,100.0,N,N
CBFV,"CB Financial Services, Inc. ","CB Financial Services, Inc. - Common Stock",G,N,N,100.0,N,N
CBIO,"Catalyst Biosciences, Inc.  ","Catalyst Biosciences, Inc.  - Common Stock",S,N,N,100.0,N,N
CBLI,"Cleveland BioLabs, Inc. ","Cleveland BioLabs, Inc. - Common Stock",S,N,N,100.0,N,N
CBMG,"Cellular Biomedicine Group, Inc. ","Cellular Biomedicine Group, Inc. - Common Stock",G,N,N,100.0,N,N
CBMX,CombiMatrix Corporation ,CombiMatrix Corporation - Common Stock,S,N,N,100.0,N,N
CBMXW,CombiMatrix Corporation ,CombiMatrix Corporation - Warrant,S,N,N,100.0,N,N
CBOE,"CBOE Holdings, Inc. ","CBOE Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
CBPO,"China Biologic Products, Inc. ","China Biologic Products, Inc. - Common Stock",Q,N,N,100.0,N,N
CBRL,"Cracker Barrel Old Country Store, Inc. ","Cracker Barrel Old Country Store, Inc. - Common Stock",Q,N,N,100.0,N,N
CBSH,"Commerce Bancshares, Inc. ","Commerce Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
CBSHP,"Commerce Bancshares, Inc. ","Commerce Bancshares, Inc. - Depositary Shares, each representing a 1/1000th interest of 6.00% Series B Non-Cumulative Perpetual Preferred Stock",Q,N,N,100.0,N,N
CCBG,Capital City Bank Group ,Capital City Bank Group - Common Stock,Q,N,N,100.0,N,N
CCCL,"China Ceramics Co., Ltd. ","China Ceramics Co., Ltd. - Common Stock",S,N,N,100.0,N,N
CCCR,"China Commercial Credit, Inc. ","China Commercial Credit, Inc. - Common Stock",S,N,N,100.0,N,N
CCIH,ChinaCache International Holdings Ltd. ,ChinaCache International Holdings Ltd. - American Depositary Shares,Q,N,N,100.0,N,N
CCLP,CSI Compressco LP ,CSI Compressco LP - common units,Q,N,N,100.0,N,N
CCMP,Cabot Microelectronics Corporation ,Cabot Microelectronics Corporation - Common Stock,Q,N,N,100.0,N,N
CCN,CardConnect Corp. ,CardConnect Corp. - Common Stock,G,N,N,100.0,N,N
CCNE,CNB Financial Corporation ,CNB Financial Corporation - Common Stock,Q,N,N,100.0,N,N
CCOI,"Cogent Communications Holdings, Inc. ","Cogent Communications Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
CCRC,"China Customer Relations Centers, Inc. ","China Customer Relations Centers, Inc. - Ordinary Shares",S,N,N,100.0,N,N
CCRN,"Cross Country Healthcare, Inc. ","Cross Country Healthcare, Inc. - Common Stock",Q,N,N,100.0,N,N
CCUR,Concurrent Computer Corporation ,Concurrent Computer Corporation - Common Stock,G,N,N,100.0,N,N
CCXI,"ChemoCentryx, Inc. ","ChemoCentryx, Inc. - Common Stock",Q,N,N,100.0,N,N
CDC,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,VictoryShares US EQ Income Enhanced Volatility Wtd ETF,G,N,N,100.0,Y,N
CDEV,"Centennial Resource Development, Inc. ","Centennial Resource Development, Inc. - Class A Common Stock",S,N,N,100.0,N,N
CDK,"CDK Global, Inc. ","CDK Global, Inc. - Common Stock",Q,N,N,100.0,N,N
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,VictoryShares US Large Cap High Div Volatility Wtd ETF,G,N,N,100.0,Y,N
CDNA,"CareDx, Inc. ","CareDx, Inc. - Common Stock",G,N,N,100.0,N,N
CDNS,"Cadence Design Systems, Inc. ","Cadence Design Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
CDOR,"Condor Hospitality Trust, Inc. ","Condor Hospitality Trust, Inc. - Common Stock",S,N,N,100.0,N,N
CDTI,"Clean Diesel Technologies, Inc. ","Clean Diesel Technologies, Inc. - Common Stock",S,N,N,100.0,N,N
CDTX,"Cidara Therapeutics, Inc. ","Cidara Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
CDW,CDW Corporation ,CDW Corporation - Common Stock,Q,N,N,100.0,N,N
CDXC,ChromaDex Corporation ,ChromaDex Corporation - Common Stock,S,N,N,100.0,N,N
CDXS,"Codexis, Inc. ","Codexis, Inc. - Common Stock",Q,N,N,100.0,N,N
CDZI,"Cadiz, Inc. ","Cadiz, Inc. - Common Stock",G,N,N,100.0,N,N
CECE,CECO Environmental Corp. ,CECO Environmental Corp. - Common Stock,Q,N,N,100.0,N,N
CECO,Career Education Corporation ,Career Education Corporation - Common Stock,Q,N,N,100.0,N,N
CELG,Celgene Corporation ,Celgene Corporation - Common Stock,Q,N,N,100.0,N,N
